case_id,variant_id,query_text,canonical_query,query_variant_family,variant_operator,variant_subtype,severity,query_types,intended_poi_id,acceptable_poi_ids,primary_sampling_stratum,review_status,generator_version
g150-040,g150-040-v2,Banh Mi store Nguyen Trung Truc Nha Trang,Bánh Mì store Nguyễn Trung Trực Nha Trang,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/6945941285,osm:node/6945941285,named_clear,accepted,search20-stage1-query-variants@1
g150-040,g150-040-v3,Tiệm Bánh Mì store Nha Trang,Bánh Mì store Nguyễn Trung Trực Nha Trang,ALIAS,short_name,,CLEAN,short_name|street|name_area|lang_mixed,osm:node/6945941285,osm:node/6945941285,named_clear,accepted,search20-stage1-query-variants@1
g150-040,g150-040-v4,Bánh Mì stroe Nguyễn Trung Trực Nha Trang,Bánh Mì store Nguyễn Trung Trực Nha Trang,MECHANICAL_TYPO,char_transpose,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/6945941285,osm:node/6945941285,named_clear,accepted,search20-stage1-query-variants@1
g150-040,g150-040-v5,Bánh Mì store Nguyễn Trung Truwjc Nha Trang,Bánh Mì store Nguyễn Trung Trực Nha Trang,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/6945941285,osm:node/6945941285,named_clear,accepted,search20-stage1-query-variants@1
g150-040,g150-040-v6,Bạnh Mì store Nguyễn Trung Trực Nha Trang,Bánh Mì store Nguyễn Trung Trực Nha Trang,ORTHOGRAPHIC_IME,tone_confuse,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/6945941285,osm:node/6945941285,named_clear,accepted,search20-stage1-query-variants@1
g150-041,g150-041-v1,BB Hairstudio Nguyễn Trãi Bắc Ninh,BB Hairstudio Nguyễn Trãi Bắc Ninh,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_mixed,osm:node/14068677626,osm:node/14068677626,named_clear,accepted,search20-stage1-query-variants@1
g150-041,g150-041-v2,BB Hairstudio Nguyen Trai Bac Ninh,BB Hairstudio Nguyễn Trãi Bắc Ninh,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/14068677626,osm:node/14068677626,named_clear,accepted,search20-stage1-query-variants@1
g150-041,g150-041-v3,BB Hairstudio Kinh Bắc,BB Hairstudio Nguyễn Trãi Bắc Ninh,ALIAS,name_area,,CLEAN,name_area|street|lang_mixed,osm:node/14068677626,osm:node/14068677626,named_clear,accepted,search20-stage1-query-variants@1
g150-041,g150-041-v4,BB Harstudio Nguyễn Trãi Bắc Ninh,BB Hairstudio Nguyễn Trãi Bắc Ninh,MECHANICAL_TYPO,char_delete,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/14068677626,osm:node/14068677626,named_clear,accepted,search20-stage1-query-variants@1
g150-041,g150-041-v5,BB Hairstudio Nguyễn Traix Bắc Ninh,BB Hairstudio Nguyễn Trãi Bắc Ninh,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/14068677626,osm:node/14068677626,named_clear,accepted,search20-stage1-query-variants@1
g150-041,g150-041-v6,BB Hairstudio Nguyển Trãi Bắc Ninh,BB Hairstudio Nguyễn Trãi Bắc Ninh,ORTHOGRAPHIC_IME,tone_confuse,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/14068677626,osm:node/14068677626,named_clear,accepted,search20-stage1-query-variants@1
g150-042,g150-042-v1,BiTy's Happy Land Bùi Minh Trực,BiTy's Happy Land Bùi Minh Trực,CLEAN,canonical,,CLEAN,exact_name|street|lang_mixed,osm:node/4541430696,osm:node/4541430696,named_clear,accepted,search20-stage1-query-variants@1
g150-042,g150-042-v2,BiTy's Happy Land Bui Minh Truc,BiTy's Happy Land Bùi Minh Trực,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|typo|lang_mixed,osm:node/4541430696,osm:node/4541430696,named_clear,accepted,search20-stage1-query-variants@1
g150-042,g150-042-v3,Bitys Happy Land Quận 8,BiTy's Happy Land Bùi Minh Trực,ALIAS,name_area,,CLEAN,name_area|street|lang_mixed,osm:node/4541430696,osm:node/4541430696,named_clear,accepted,search20-stage1-query-variants@1
g150-042,g150-042-v4,BiTy s Happy Land Bùi Minh Trực,BiTy's Happy Land Bùi Minh Trực,TOKEN_EDIT,space_split,,SINGLE,partial|street|typo|lang_mixed,osm:node/4541430696,osm:node/4541430696,named_clear,accepted,search20-stage1-query-variants@1
g150-042,g150-042-v5,BiTy's Happy Land Bùi Minh Truwjc,BiTy's Happy Land Bùi Minh Trực,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|street|typo|lang_mixed,osm:node/4541430696,osm:node/4541430696,named_clear,accepted,search20-stage1-query-variants@1
g150-042,g150-042-v6,BiTy's Happy Land Bùi Minh Chực,BiTy's Happy Land Bùi Minh Trực,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|street|typo|lang_mixed,osm:node/4541430696,osm:node/4541430696,named_clear,accepted,search20-stage1-query-variants@1
g150-043,g150-043-v1,At Ca Phe Nại Hiên Đông Sơn Trà,At Ca Phe Nại Hiên Đông Sơn Trà,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_vi,osm:node/14004104302,osm:node/14004104302,named_clear,accepted,search20-stage1-query-variants@1
g150-043,g150-043-v2,At Ca Phe Nai Hien Dong Son Tra,At Ca Phe Nại Hiên Đông Sơn Trà,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/14004104302,osm:node/14004104302,named_clear,accepted,search20-stage1-query-variants@1
g150-043,g150-043-v3,Quán At Cà Phê Đà Nẵng,At Ca Phe Nại Hiên Đông Sơn Trà,ALIAS,name_area,,CLEAN,name_area|street|lang_vi,osm:node/14004104302,osm:node/14004104302,named_clear,accepted,search20-stage1-query-variants@1
g150-043,g150-043-v4,At Ca Phê Nại Hiên Đông Sơn Trà,At Ca Phe Nại Hiên Đông Sơn Trà,ORTHOGRAPHIC_IME,partial_diacritics,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/14004104302,osm:node/14004104302,named_clear,accepted,search20-stage1-query-variants@1
g150-043,g150-043-v5,At Ca Phe Nại Hiên Ddoong Sơn Trà,At Ca Phe Nại Hiên Đông Sơn Trà,ORTHOGRAPHIC_IME,telex_leftover,telex_dd,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/14004104302,osm:node/14004104302,named_clear,accepted,search20-stage1-query-variants@1
g150-043,g150-043-v6,At Ca Phe Nại Hiên Đông Xơn Trà,At Ca Phe Nại Hiên Đông Sơn Trà,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/14004104302,osm:node/14004104302,named_clear,accepted,search20-stage1-query-variants@1
g150-044,g150-044-v1,Nhà văn hóa thôn Đặng Thuận An,Nhà văn hóa thôn Đặng Thuận An,CLEAN,canonical,,CLEAN,exact_name|landmark|name_area|lang_vi,osm:way/1142005105,osm:way/1142005105,named_clear,accepted,search20-stage1-query-variants@1
g150-044,g150-044-v2,Nha van hoa thon Dang Thuan An,Nhà văn hóa thôn Đặng Thuận An,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|name_area|typo|lang_vi,osm:way/1142005105,osm:way/1142005105,named_clear,accepted,search20-stage1-query-variants@1
g150-044,g150-044-v3,Nhà văn hóa thôn Đặng Gia Lâm,Nhà văn hóa thôn Đặng Thuận An,ALIAS,name_area,,CLEAN,name_area|landmark|lang_vi,osm:way/1142005105,osm:way/1142005105,named_clear,accepted,search20-stage1-query-variants@1
g150-044,g150-044-v4,Nhà văn hoá thôn Đặng Thuận An,Nhà văn hóa thôn Đặng Thuận An,ORTHOGRAPHIC_IME,partial_diacritics,,SINGLE,partial|landmark|name_area|typo|lang_vi,osm:way/1142005105,osm:way/1142005105,named_clear,accepted,search20-stage1-query-variants@1
g150-044,g150-044-v5,Nhà văn hóa thôn Ddawngj Thuận An,Nhà văn hóa thôn Đặng Thuận An,ORTHOGRAPHIC_IME,telex_leftover,telex_dd,SINGLE,partial|landmark|name_area|typo|lang_vi,osm:way/1142005105,osm:way/1142005105,named_clear,accepted,search20-stage1-query-variants@1
g150-044,g150-044-v6,Nhà văn hóa thôn Đặn Thuận An,Nhà văn hóa thôn Đặng Thuận An,MECHANICAL_TYPO,char_delete,,SINGLE,partial|landmark|name_area|typo|lang_vi,osm:way/1142005105,osm:way/1142005105,named_clear,accepted,search20-stage1-query-variants@1
g150-045,g150-045-v1,Bệnh viện Bình Thuận Trần Quý Cáp,Bệnh viện Bình Thuận Trần Quý Cáp,CLEAN,canonical,,CLEAN,exact_name|landmark|street|lang_vi,osm:node/5047146521,osm:node/5047146521,named_clear,accepted,search20-stage1-query-variants@1
g150-045,g150-045-v2,Benh vien Binh Thuan Tran Quy Cap,Bệnh viện Bình Thuận Trần Quý Cáp,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|typo|lang_vi,osm:node/5047146521,osm:node/5047146521,named_clear,accepted,search20-stage1-query-variants@1
g150-045,g150-045-v3,BV Binh Thuan,Bệnh viện Bình Thuận Trần Quý Cáp,ALIAS,abbreviation,,CLEAN,abbreviation|landmark|street|lang_vi,osm:node/5047146521,osm:node/5047146521,named_clear,accepted,search20-stage1-query-variants@1
g150-045,g150-045-v4,Bệnh viện Bình Thuận Trần Quí Cáp,Bệnh viện Bình Thuận Trần Quý Cáp,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|typo|lang_vi,osm:node/5047146521,osm:node/5047146521,named_clear,accepted,search20-stage1-query-variants@1
g150-045,g150-045-v5,Bệnh viện Bình Thuaanj Trần Quý Cáp,Bệnh viện Bình Thuận Trần Quý Cáp,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|typo|lang_vi,osm:node/5047146521,osm:node/5047146521,named_clear,accepted,search20-stage1-query-variants@1
g150-045,g150-045-v6,Bệnh viện Bình Thuận Chần Quý Cáp,Bệnh viện Bình Thuận Trần Quý Cáp,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|typo|lang_vi,osm:node/5047146521,osm:node/5047146521,named_clear,accepted,search20-stage1-query-variants@1
g150-046,g150-046-v1,Mì Cay Seoul 3 Tháng 2 Cần Thơ,Mì Cay Seoul 3 Tháng 2 Cần Thơ,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_mixed,osm:node/12591913901,osm:node/12591913901,named_clear,accepted,search20-stage1-query-variants@1
g150-046,g150-046-v2,MìCay Seoul 3 Tháng 2 Cần Thơ,Mì Cay Seoul 3 Tháng 2 Cần Thơ,TOKEN_EDIT,space_merge,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/12591913901,osm:node/12591913901,named_clear,accepted,search20-stage1-query-variants@1
g150-046,g150-046-v3,Mì Cay Seoul Ninh Kiều,Mì Cay Seoul 3 Tháng 2 Cần Thơ,ALIAS,name_area,,CLEAN,name_area|street|lang_mixed,osm:node/12591913901,osm:node/12591913901,named_clear,accepted,search20-stage1-query-variants@1
g150-046,g150-046-v4,Mì Cay Seul 3 Tháng 2 Cần Thơ,Mì Cay Seoul 3 Tháng 2 Cần Thơ,MECHANICAL_TYPO,char_delete,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/12591913901,osm:node/12591913901,named_clear,accepted,search20-stage1-query-variants@1
g150-046,g150-046-v5,Mì Cay Seoul 3 Tháng 2 CT,Mì Cay Seoul 3 Tháng 2 Cần Thơ,ALIAS,abbreviation,,CLEAN,abbreviation|street|name_area|lang_mixed,osm:node/12591913901,osm:node/12591913901,named_clear,accepted,search20-stage1-query-variants@1
g150-046,g150-046-v6,Mì Cay Seoul 3 Thábg 2 Cần Thơ,Mì Cay Seoul 3 Tháng 2 Cần Thơ,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/12591913901,osm:node/12591913901,named_clear,accepted,search20-stage1-query-variants@1
g150-047,g150-047-v1,Khách Sạn Little Saigon Boutique Lê Lợi,Khách Sạn Little Saigon Boutique Lê Lợi,CLEAN,canonical,,CLEAN,exact_name|landmark|street|lang_mixed,osm:node/2476392981,osm:node/2476392981,named_clear,accepted,search20-stage1-query-variants@1
g150-047,g150-047-v2,Khach San Little Saigon Boutique Le Loi,Khách Sạn Little Saigon Boutique Lê Lợi,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|typo|lang_mixed,osm:node/2476392981,osm:node/2476392981,named_clear,accepted,search20-stage1-query-variants@1
g150-047,g150-047-v3,Khách Sạn Little Saigon Boutique,Khách Sạn Little Saigon Boutique Lê Lợi,ALIAS,short_name,,CLEAN,short_name|landmark|street|lang_mixed,osm:node/2476392981,osm:node/2476392981,named_clear,accepted,search20-stage1-query-variants@1
g150-047,g150-047-v4,Khách Sạn Little Saion Boutique Lê Lợi,Khách Sạn Little Saigon Boutique Lê Lợi,MECHANICAL_TYPO,char_delete,,SINGLE,partial|landmark|street|typo|lang_mixed,osm:node/2476392981,osm:node/2476392981,named_clear,accepted,search20-stage1-query-variants@1
g150-047,g150-047-v5,Khách Sạn Little Saigon Boutique Lee Lợi,Khách Sạn Little Saigon Boutique Lê Lợi,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|typo|lang_mixed,osm:node/2476392981,osm:node/2476392981,named_clear,accepted,search20-stage1-query-variants@1
g150-047,g150-047-v6,Khách Sạn Little Saigon Boutique Nê Lợi,Khách Sạn Little Saigon Boutique Lê Lợi,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|typo|lang_mixed,osm:node/2476392981,osm:node/2476392981,named_clear,accepted,search20-stage1-query-variants@1
g150-048,g150-048-v1,129 Nguyễn Văn Thoại Đà Nẵng,129 Nguyễn Văn Thoại Đà Nẵng,CLEAN,canonical,,CLEAN,exact_name|address|street|name_area|lang_vi,osm:node/11708234569,osm:node/11708234569,named_clear,accepted,search20-stage1-query-variants@1
g150-048,g150-048-v2,129 NguyễnVăn Thoại Đà Nẵng,129 Nguyễn Văn Thoại Đà Nẵng,TOKEN_EDIT,space_merge,,SINGLE,partial|address|street|name_area|typo|lang_vi,osm:node/11708234569,osm:node/11708234569,named_clear,accepted,search20-stage1-query-variants@1
g150-048,g150-048-v3,129 Nguyễn Văn Thoại An Hải,129 Nguyễn Văn Thoại Đà Nẵng,ALIAS,name_area,,CLEAN,name_area|address|street|lang_vi,osm:node/11708234569,osm:node/11708234569,named_clear,accepted,search20-stage1-query-variants@1
g150-048,g150-048-v4,129 Nguyễn Văn Thoại ĐN,129 Nguyễn Văn Thoại Đà Nẵng,ALIAS,abbreviation,,CLEAN,abbreviation|address|street|name_area|lang_vi,osm:node/11708234569,osm:node/11708234569,named_clear,accepted,search20-stage1-query-variants@1
g150-048,g150-048-v5,129 Nguyễn Văn Thoại Ddaaf Nẵng,129 Nguyễn Văn Thoại Đà Nẵng,ORTHOGRAPHIC_IME,telex_leftover,telex_dd,SINGLE,partial|address|street|name_area|typo|lang_vi,osm:node/11708234569,osm:node/11708234569,named_clear,accepted,search20-stage1-query-variants@1
g150-048,g150-048-v6,129 Nguyễn Văn Thoại Đà Nẵnh,129 Nguyễn Văn Thoại Đà Nẵng,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|address|street|name_area|typo|lang_vi,osm:node/11708234569,osm:node/11708234569,named_clear,accepted,search20-stage1-query-variants@1
g150-049,g150-049-v1,Bánh Mì Hội An Trần Hưng Đạo Hà Nội,Bánh Mì Hội An Trần Hưng Đạo Hà Nội,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_vi,osm:node/6602491457,osm:node/6602491457,named_clear,accepted,search20-stage1-query-variants@1
g150-049,g150-049-v2,Bánh Mì HộiAn Trần Hưng Đạo Hà Nội,Bánh Mì Hội An Trần Hưng Đạo Hà Nội,TOKEN_EDIT,space_merge,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/6602491457,osm:node/6602491457,named_clear,accepted,search20-stage1-query-variants@1
g150-049,g150-049-v3,Hội An Bánh Mì Trần Hưng Đạo Hà Nội,Bánh Mì Hội An Trần Hưng Đạo Hà Nội,STRUCTURAL,token_order_variant,,CLEAN,short_name|street|name_area|lang_vi,osm:node/6602491457,osm:node/6602491457,named_clear,accepted,search20-stage1-query-variants@1
g150-049,g150-049-v4,Tiệm bánh mì Hội An Trần Hưng Đạo Hà Nội,Bánh Mì Hội An Trần Hưng Đạo Hà Nội,ALIAS,category,,CLEAN,category|street|name_area|lang_vi,osm:node/6602491457,osm:node/6602491457,named_clear,accepted,search20-stage1-query-variants@1
g150-049,g150-049-v5,Bánh Mì Hội An Trần Hưng Đạo HN,Bánh Mì Hội An Trần Hưng Đạo Hà Nội,ALIAS,abbreviation,,CLEAN,abbreviation|street|name_area|lang_vi,osm:node/6602491457,osm:node/6602491457,named_clear,accepted,search20-stage1-query-variants@1
g150-049,g150-049-v6,Bạnh Mì Hội An Trần Hưng Đạo Hà Nội,Bánh Mì Hội An Trần Hưng Đạo Hà Nội,ORTHOGRAPHIC_IME,tone_confuse,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/6602491457,osm:node/6602491457,named_clear,accepted,search20-stage1-query-variants@1
g150-050,g150-050-v1,Xe đạp Hải Toàn Hà Tôn Mục,Xe đạp Hải Toàn Hà Tôn Mục,CLEAN,canonical,,CLEAN,exact_name|street|lang_vi,osm:node/6630618485,osm:node/6630618485,named_clear,accepted,search20-stage1-query-variants@1
g150-050,g150-050-v2,Xe dap Hai Toan Ha Ton Muc,Xe đạp Hải Toàn Hà Tôn Mục,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|typo|lang_vi,osm:node/6630618485,osm:node/6630618485,named_clear,accepted,search20-stage1-query-variants@1
g150-050,g150-050-v3,Cửa hàng xe đạp Hải Toàn Hà Tĩnh,Xe đạp Hải Toàn Hà Tôn Mục,ALIAS,name_area,,CLEAN,name_area|street|lang_vi,osm:node/6630618485,osm:node/6630618485,named_clear,accepted,search20-stage1-query-variants@1
g150-050,g150-050-v4,Xe đạp Hải Toàn Hà Tôn Mực,Xe đạp Hải Toàn Hà Tôn Mục,ORTHOGRAPHIC_IME,tone_confuse,,SINGLE,partial|street|typo|lang_vi,osm:node/6630618485,osm:node/6630618485,named_clear,accepted,search20-stage1-query-variants@1
g150-050,g150-050-v5,Xe đạp Hải Toàn Hà Toon Mục,Xe đạp Hải Toàn Hà Tôn Mục,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|street|typo|lang_vi,osm:node/6630618485,osm:node/6630618485,named_clear,accepted,search20-stage1-query-variants@1
g150-050,g150-050-v6,Xe đạp Hải Toàn Hà Tôn Mụx,Xe đạp Hải Toàn Hà Tôn Mục,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|street|typo|lang_vi,osm:node/6630618485,osm:node/6630618485,named_clear,accepted,search20-stage1-query-variants@1
g150-051,g150-051-v1,Asia Outdoors Cát Bà Hải Phòng,Asia Outdoors Cát Bà Hải Phòng,CLEAN,canonical,,CLEAN,exact_name|name_area|lang_mixed,osm:node/5958483585,osm:node/5958483585,named_clear,accepted,search20-stage1-query-variants@1
g150-051,g150-051-v2,Asia Outdoors Cat Ba Hai Phong,Asia Outdoors Cát Bà Hải Phòng,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|name_area|typo|lang_mixed,osm:node/5958483585,osm:node/5958483585,named_clear,accepted,search20-stage1-query-variants@1
g150-051,g150-051-v3,Asia Outdoors Đường 1/4 Cát Hải,Asia Outdoors Cát Bà Hải Phòng,ALIAS,name_address,,CLEAN,name_address|name_area|lang_mixed,osm:node/5958483585,osm:node/5958483585,named_clear,accepted,search20-stage1-query-variants@1
g150-051,g150-051-v4,Asia Outdoor Cát Bà Hải Phòng,Asia Outdoors Cát Bà Hải Phòng,MECHANICAL_TYPO,char_delete,,SINGLE,partial|name_area|typo|lang_mixed,osm:node/5958483585,osm:node/5958483585,named_clear,accepted,search20-stage1-query-variants@1
g150-051,g150-051-v5,Asia Outdoors Cát Bà HP,Asia Outdoors Cát Bà Hải Phòng,ALIAS,abbreviation,,CLEAN,abbreviation|name_area|lang_mixed,osm:node/5958483585,osm:node/5958483585,named_clear,accepted,search20-stage1-query-variants@1
g150-051,g150-051-v6,Asia Outdoors Cát Bà Hảo Phòng,Asia Outdoors Cát Bà Hải Phòng,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|name_area|typo|lang_mixed,osm:node/5958483585,osm:node/5958483585,named_clear,accepted,search20-stage1-query-variants@1
g150-052,g150-052-v1,Công ty Nam Trung Quân Hưng Long Bình Chánh,Công ty Nam Trung Quân Hưng Long Bình Chánh,CLEAN,canonical,,CLEAN,exact_name|name_area|lang_vi,osm:node/12072887602,osm:node/12072887602,named_clear,accepted,search20-stage1-query-variants@1
g150-052,g150-052-v2,Cong ty Nam Trung Quan Hung Long Binh Chanh,Công ty Nam Trung Quân Hưng Long Bình Chánh,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|name_area|typo|lang_vi,osm:node/12072887602,osm:node/12072887602,named_clear,accepted,search20-stage1-query-variants@1
g150-052,g150-052-v3,TMDV Nam Trung Quân liên ấp 4-5,Công ty Nam Trung Quân Hưng Long Bình Chánh,ALIAS,short_name,,CLEAN,short_name|name_area|lang_vi,osm:node/12072887602,osm:node/12072887602,named_clear,accepted,search20-stage1-query-variants@1
g150-052,g150-052-v4,Công ty Nam Trung Quân Hưng Long Bình Chánhh,Công ty Nam Trung Quân Hưng Long Bình Chánh,MECHANICAL_TYPO,double_letter,,SINGLE,partial|name_area|typo|lang_vi,osm:node/12072887602,osm:node/12072887602,named_clear,accepted,search20-stage1-query-variants@1
g150-052,g150-052-v5,Công ty Nam Trung Quân Huwng Long Bình Chánh,Công ty Nam Trung Quân Hưng Long Bình Chánh,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|name_area|typo|lang_vi,osm:node/12072887602,osm:node/12072887602,named_clear,accepted,search20-stage1-query-variants@1
g150-052,g150-052-v6,Công ty Nam Chung Quân Hưng Long Bình Chánh,Công ty Nam Trung Quân Hưng Long Bình Chánh,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|name_area|typo|lang_vi,osm:node/12072887602,osm:node/12072887602,named_clear,accepted,search20-stage1-query-variants@1
g150-053,g150-053-v1,Café Cố Quận Nguyễn Công Trứ Đà Nẵng,Café Cố Quận Nguyễn Công Trứ Đà Nẵng,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_vi,osm:node/9655304117,osm:node/9655304117,named_clear,accepted,search20-stage1-query-variants@1
g150-053,g150-053-v2,Café Cố Quận Nguyễn Công Trứ,Café Cố Quận Nguyễn Công Trứ Đà Nẵng,ADDRESS_VARIANT,address_component_omission,,CLEAN,address|street|name_area|lang_vi,osm:node/9655304117,osm:node/9655304117,named_clear,accepted,search20-stage1-query-variants@1
g150-053,g150-053-v3,Cà phê Cố Quận Sơn Trà,Café Cố Quận Nguyễn Công Trứ Đà Nẵng,ALIAS,name_area,,CLEAN,name_area|street|lang_vi,osm:node/9655304117,osm:node/9655304117,named_clear,accepted,search20-stage1-query-variants@1
g150-053,g150-053-v4,Café Cố Quận Nguyễn Công Trứ Đà Nẵgn,Café Cố Quận Nguyễn Công Trứ Đà Nẵng,MECHANICAL_TYPO,char_transpose,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/9655304117,osm:node/9655304117,named_clear,accepted,search20-stage1-query-variants@1
g150-053,g150-053-v5,Café CốQuận Nguyễn Công Trứ Đà Nẵng,Café Cố Quận Nguyễn Công Trứ Đà Nẵng,TOKEN_EDIT,space_merge,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/9655304117,osm:node/9655304117,named_clear,accepted,search20-stage1-query-variants@1
g150-053,g150-053-v6,Café Cố Quận Nguyển Công Trứ Đà Nẵng,Café Cố Quận Nguyễn Công Trứ Đà Nẵng,ORTHOGRAPHIC_IME,tone_confuse,,SINGLE,partial|street|name_area|typo|lang_vi,osm:node/9655304117,osm:node/9655304117,named_clear,accepted,search20-stage1-query-variants@1
g150-054,g150-054-v1,Glee Premium Foods Triệu Việt Vương,Glee Premium Foods Triệu Việt Vương,CLEAN,canonical,,CLEAN,exact_name|street|lang_mixed,osm:node/11491290543,osm:node/11491290543,named_clear,accepted,search20-stage1-query-variants@1
g150-054,g150-054-v2,Glee Premium Foods Trieu Viet Vuong,Glee Premium Foods Triệu Việt Vương,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|typo|lang_mixed,osm:node/11491290543,osm:node/11491290543,named_clear,accepted,search20-stage1-query-variants@1
g150-054,g150-054-v3,Glee Premium Foods Hai Bà Trưng,Glee Premium Foods Triệu Việt Vương,ALIAS,name_area,,CLEAN,name_area|street|lang_mixed,osm:node/11491290543,osm:node/11491290543,named_clear,accepted,search20-stage1-query-variants@1
g150-054,g150-054-v4,Glee Permium Foods Triệu Việt Vương,Glee Premium Foods Triệu Việt Vương,MECHANICAL_TYPO,char_transpose,,SINGLE,partial|street|typo|lang_mixed,osm:node/11491290543,osm:node/11491290543,named_clear,accepted,search20-stage1-query-variants@1
g150-054,g150-054-v5,Glee Premium Foods Trieệu Việt Vương,Glee Premium Foods Triệu Việt Vương,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|street|typo|lang_mixed,osm:node/11491290543,osm:node/11491290543,named_clear,accepted,search20-stage1-query-variants@1
g150-054,g150-054-v6,Glee Premium Foods Chiệu Việt Vương,Glee Premium Foods Triệu Việt Vương,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|street|typo|lang_mixed,osm:node/11491290543,osm:node/11491290543,named_clear,accepted,search20-stage1-query-variants@1
g150-055,g150-055-v1,Thị Nấm Coffee Nguyễn Lạc Quy Nhơn,Thị Nấm Coffee Nguyễn Lạc Quy Nhơn,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_mixed,osm:node/13327595501,osm:node/13327595501,named_clear,accepted,search20-stage1-query-variants@1
g150-055,g150-055-v2,Thi Nam Coffee Nguyen Lac Quy Nhon,Thị Nấm Coffee Nguyễn Lạc Quy Nhơn,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/13327595501,osm:node/13327595501,named_clear,accepted,search20-stage1-query-variants@1
g150-055,g150-055-v3,Quán Thị Nấm Coffee & Breakfast Quy Nhơn,Thị Nấm Coffee Nguyễn Lạc Quy Nhơn,ALIAS,short_name,,CLEAN,short_name|street|name_area|lang_mixed,osm:node/13327595501,osm:node/13327595501,named_clear,accepted,search20-stage1-query-variants@1
g150-055,g150-055-v4,Thị Nấm Coffe Nguyễn Lạc Quy Nhơn,Thị Nấm Coffee Nguyễn Lạc Quy Nhơn,MECHANICAL_TYPO,char_delete,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/13327595501,osm:node/13327595501,named_clear,accepted,search20-stage1-query-variants@1
g150-055,g150-055-v5,Thị Nấm Coffee Nguyễn Lacj Quy Nhơn,Thị Nấm Coffee Nguyễn Lạc Quy Nhơn,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/13327595501,osm:node/13327595501,named_clear,accepted,search20-stage1-query-variants@1
